NCM;Exp_jan;Imp_jan;Net_jan;Exp_fev;Imp_fev;Net_fev;Exp_mar;Imp_mar;Net_mar;Exp_abr;Imp_abr;Net_abr;Exp_mai;Imp_mai;Net_mai;Exp_jun;Imp_jun;Net_jun;Exp_jul;Imp_jul;Net_jul;Exp_ago;Imp_ago;Net_ago;Exp_set;Imp_set;Net_set;Exp_out;Imp_out;Net_out;Exp_nov;Imp_nov;Net_nov;Exp_dez;Imp_dez;Net_dez;Exp_total;Imp_total;Net_total
87149200;0;4411;-4411;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4374;-4374;0;0;0;0;0;0;0;0;0;0;8785;-8785
84413090;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11042;-11042;0;0;0;0;0;0;0;0;0;0;11042;-11042
95062900;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1698;-1698;0;0;0;0;0;0;0;0;0;0;1698;-1698
95030039;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17575;-17575;0;0;0;0;0;0;0;0;0;0;17575;-17575
90173010;0;0;0;0;1436;-1436;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1459;-1459;0;0;0;0;0;0;0;2895;-2895
94051099;0;0;0;0;0;0;0;4132;-4132;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12832;-12832;0;0;0;0;16964;-16964
39173229;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;76;-76;0;76;-76
85118090;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5370;-5370;0;0;0;0;0;0;0;1776;-1776;0;7146;-7146
85030010;0;27185;-27185;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27185;-27185
85131090;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;200;-200;0;0;0;0;0;0;0;0;0;0;0;0;0;200;-200
84463040;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;314470;-314470;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;314470;-314470
33074100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2192;-2192;0;0;0;0;2192;-2192
87038000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;58108;-58108;0;0;0;0;0;0;0;58108;-58108
85072010;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;283;-283;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;283;-283
84224090;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3353;0;3353;0;0;0;0;0;0;0;16372;-16372;0;0;0;0;0;0;0;0;0;3353;16372;-13019
84812019;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9610;-9610;0;0;0;0;0;0;0;0;0;0;910;-910;0;0;0;0;0;0;0;10520;-10520
68151090;0;0;0;0;45;-45;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;45;-45
33021000;0;13453;-13453;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;41221;0;41221;0;0;0;0;0;0;0;0;0;41221;13453;27768
84213920;0;0;0;0;2376;-2376;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2376;-2376
84378090;0;0;0;0;0;0;0;6711;-6711;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6711;-6711
72022900;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3380;-3380;0;3380;-3380
74191000;0;1040;-1040;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1040;-1040
38160019;0;2908;-2908;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2908;-2908
84099915;0;566;-566;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;566;-566
90269090;0;0;0;0;0;0;0;7104;-7104;0;0;0;0;0;0;0;0;0;0;11647;-11647;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18751;-18751
82042000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;678;-678;0;0;0;0;0;0;0;0;0;0;0;0;0;678;-678
63025300;0;0;0;0;0;0;0;0;0;0;0;0;0;583;-583;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;583;-583
85013210;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1650;-1650;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1650;-1650
87083090;0;0;0;0;29647;-29647;0;0;0;0;0;0;0;0;0;0;42858;-42858;0;0;0;0;0;0;0;3612;-3612;0;0;0;0;0;0;0;0;0;0;76117;-76117
38249941;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;69;-69;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;69;-69
84388090;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5037;-5037;0;0;0;0;0;0;0;0;0;0;0;0;0;5037;-5037
40103300;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;904;-904;0;0;0;0;0;0;0;0;0;0;0;0;0;904;-904
84485110;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1784;-1784;0;0;0;0;1784;-1784
40169590;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10749;-10749;0;0;0;0;10749;-10749
48192000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;348;-348;0;0;0;0;348;-348
39269069;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;349;-349;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;349;-349
85235190;0;0;0;0;0;0;0;190;-190;0;0;0;0;0;0;0;0;0;311;0;311;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;311;190;121
84518000;0;262631;-262631;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;262631;-262631
82081000;0;0;0;0;543;-543;0;0;0;0;0;0;0;0;0;0;0;0;147;0;147;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;147;543;-396
3038943;0;13543;-13543;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13543;-13543
90328981;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;246;-246;0;0;0;0;246;-246
73089010;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;349;-349;0;0;0;0;349;-349
84629990;0;0;0;0;0;0;2139;0;2139;0;0;0;0;0;0;0;0;0;0;0;0;0;911129;-911129;0;0;0;0;0;0;0;0;0;0;0;0;2139;911129;-908990
90021190;0;0;0;0;2351;-2351;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2351;-2351
84615090;0;3171;-3171;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3171;-3171
68138190;0;972;-972;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;972;-972
94039010;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;822;-822;0;0;0;0;822;-822
54076900;0;0;0;0;0;0;0;4869;-4869;0;0;0;0;0;0;0;0;0;0;0;0;0;4968;-4968;0;0;0;0;0;0;0;0;0;0;0;0;0;9837;-9837
38249952;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;65196;-65196;0;0;0;0;65196;-65196
67049000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6313;-6313;0;0;0;0;0;0;0;6313;-6313
73043920;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10746;-10746;0;0;0;0;10746;-10746
85232120;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;232;-232;0;0;0;0;0;0;0;232;-232
84828000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;38;-38;0;0;0;0;0;0;0;38;-38
84099114;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4035;-4035;0;0;0;0;0;0;0;0;0;0;4035;-4035
22041090;0;0;0;0;0;0;0;0;0;0;0;0;0;12472;-12472;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12472;-12472
20094900;0;0;0;24812;0;24812;281887;21277;260610;171273;0;171273;231604;0;231604;41473;0;41473;93636;0;93636;0;0;0;40102;0;40102;139635;0;139635;79253;0;79253;225312;0;225312;1328987;21277;1307710
20021000;0;333;-333;0;0;0;0;0;0;0;3002;-3002;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8281;-8281;0;11616;-11616
85118020;0;1571;-1571;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1571;-1571
84622100;0;57766;-57766;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;57766;-57766
84822090;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;447;-447;0;0;0;0;0;0;0;447;-447
96139000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;252;-252;0;0;0;0;0;0;0;252;-252
87149600;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1204;-1204;0;0;0;0;0;0;0;0;0;0;1204;-1204
87089482;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2190;-2190;0;0;0;0;0;0;0;2190;-2190
29299090;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;37559;-37559;0;75162;-75162;0;0;0;0;0;0;0;112721;-112721
85176292;0;0;0;0;0;0;0;423;-423;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;423;-423
39262000;143;0;143;0;973;-973;0;0;0;0;0;0;0;8500;-8500;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;143;9473;-9330
58110000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6902;-6902;0;6902;-6902
83063000;0;0;0;0;0;0;0;719;-719;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;719;-719
93033000;0;0;0;0;0;0;0;671;-671;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;671;-671
84138200;0;12398;-12398;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12398;-12398
84251100;0;10409;-10409;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10409;-10409
85072090;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4753;-4753;0;0;0;0;4753;-4753
84179000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4625;-4625;0;0;0;0;0;0;0;4625;-4625
85064010;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;141;-141;0;0;0;0;0;0;0;141;-141
44199000;0;0;0;0;1094;-1094;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1094;-1094
83030000;0;0;0;0;0;0;0;0;0;0;0;0;0;988;-988;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;988;-988
84122900;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;566;-566;0;566;-566
75089090;0;0;0;0;0;0;0;0;0;0;744;-744;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;744;-744
95030099;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18361;-18361;0;0;0;0;0;0;0;0;0;0;18361;-18361
84451300;0;0;0;0;0;0;0;128326;-128326;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;128326;-128326
84454018;0;0;0;0;0;0;0;179020;-179020;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;179020;-179020
74081900;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;571;-571;0;571;-571
56022900;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1381;-1381;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1381;-1381
20091900;55120;0;55120;27560;0;27560;55120;0;55120;187670;0;187670;54070;0;54070;0;0;0;0;0;0;53462;0;53462;55120;0;55120;27560;0;27560;0;0;0;32110;0;32110;547792;0;547792
64029990;216039;0;216039;46136;0;46136;296296;0;296296;22760;0;22760;47050;0;47050;37446;0;37446;52476;0;52476;4654;0;4654;10954;0;10954;110659;0;110659;44003;0;44003;140641;0;140641;1029114;0;1029114
20091100;1479334;0;1479334;2375586;0;2375586;3024227;0;3024227;1860134;0;1860134;2061642;0;2061642;1378893;0;1378893;1599002;0;1599002;2878543;0;2878543;1116170;0;1116170;839683;0;839683;1056258;0;1056258;1051197;0;1051197;20720669;0;20720669
64041900;21877;0;21877;3607;0;3607;47196;0;47196;713;0;713;6227;0;6227;24920;0;24920;1394;0;1394;52;0;52;153;0;153;12894;0;12894;46233;0;46233;20674;0;20674;185940;0;185940
71039100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;28416;0;28416;0;0;0;0;0;0;0;0;0;28416;0;28416
8055000;0;0;0;35352;0;35352;16589;0;16589;0;0;0;16392;0;16392;19184;0;19184;18725;0;18725;26820;0;26820;0;0;0;0;0;0;0;0;0;0;0;0;133062;0;133062
49089000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;60;0;60;0;0;0;0;0;0;60;0;60
64039990;75441;0;75441;44796;0;44796;81553;0;81553;0;0;0;0;0;0;151081;0;151081;7029;0;7029;44159;0;44159;0;0;0;7452;0;7452;32286;0;32286;19785;0;19785;463582;0;463582
61046900;2586;0;2586;0;0;0;454;0;454;0;0;0;0;0;0;0;0;0;1304;0;1304;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4344;0;4344
21069090;92883;0;92883;423356;0;423356;481520;0;481520;840702;0;840702;425839;0;425839;99613;0;99613;185310;0;185310;159612;0;159612;96742;0;96742;408933;0;408933;65291;0;65291;380019;0;380019;3659820;0;3659820
85161000;83023;0;83023;36141;0;36141;104098;0;104098;277721;0;277721;67244;0;67244;48900;0;48900;432089;0;432089;222597;0;222597;152766;0;152766;237592;0;237592;213720;0;213720;201591;0;201591;2077482;0;2077482
21069010;0;0;0;0;0;0;0;0;0;0;0;0;1302;0;1302;1460;0;1460;1379;0;1379;0;0;0;0;0;0;3804;0;3804;0;0;0;2382;0;2382;10327;0;10327
64021900;5821;0;5821;0;0;0;31145;0;31145;1531;0;1531;0;0;0;8605;0;8605;8790;0;8790;2327;0;2327;188;0;188;12211;0;12211;7684;0;7684;30093;0;30093;108395;0;108395
18063220;0;0;0;49083;0;49083;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6746;0;6746;29732;0;29732;0;0;0;7437;0;7437;92998;0;92998
52081200;1907;0;1907;0;0;0;629;0;629;0;0;0;2852;0;2852;0;0;0;0;0;0;0;0;0;68582;0;68582;0;0;0;0;0;0;0;0;0;73970;0;73970
41041114;33269;0;33269;135169;0;135169;0;0;0;7899;0;7899;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13711;0;13711;0;0;0;0;0;0;190048;0;190048
13021999;0;0;0;0;0;0;1917;0;1917;5381;0;5381;17858;0;17858;0;0;0;0;0;0;183237;0;183237;4237;0;4237;0;0;0;0;0;0;6890;0;6890;219520;0;219520
39232190;818;0;818;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;818;0;818
64041100;51708;0;51708;28485;0;28485;120835;0;120835;0;0;0;5349;0;5349;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;206377;0;206377
64039190;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;105105;0;105105;0;0;0;0;0;0;0;0;0;2100;0;2100;738;0;738;29235;0;29235;137178;0;137178
17019900;417340;0;417340;0;0;0;0;0;0;100921;0;100921;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;518261;0;518261
84515090;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10527;0;10527;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10527;0;10527
69072300;23926;0;23926;27936;0;27936;13699;0;13699;42279;0;42279;27588;0;27588;22428;0;22428;106730;0;106730;9898;0;9898;33017;0;33017;48408;0;48408;19012;0;19012;128998;0;128998;503919;0;503919
85167990;13;0;13;0;0;0;0;0;0;500;0;500;1800;0;1800;0;0;0;19393;0;19393;0;0;0;460;0;460;5960;0;5960;0;0;0;1960;0;1960;30086;0;30086
29021910;46523;0;46523;34936;0;34936;104326;0;104326;0;0;0;20693;0;20693;16643;0;16643;0;0;0;36261;0;36261;10294;0;10294;22474;0;22474;20225;0;20225;231624;0;231624;543999;0;543999
48101989;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;30;0;30;0;0;0;0;0;0;30;0;30
33049100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7243;0;7243;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7243;0;7243
64029190;116;0;116;0;0;0;31094;0;31094;2406;0;2406;4548;0;4548;4082;0;4082;9646;0;9646;3538;0;3538;0;0;0;13846;0;13846;79;0;79;2684;0;2684;72039;0;72039
34011190;574;0;574;0;0;0;0;0;0;797;0;797;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1371;0;1371
20098912;0;0;0;0;0;0;0;0;0;26460;0;26460;0;0;0;25213;0;25213;0;0;0;0;0;0;0;0;0;24836;0;24836;0;0;0;0;0;0;76509;0;76509
33011290;238768;0;238768;637611;0;637611;76257;0;76257;67387;0;67387;168120;0;168120;138336;0;138336;61620;0;61620;100224;0;100224;467199;0;467199;157260;0;157260;44550;0;44550;345381;0;345381;2502713;0;2502713
55161200;0;0;0;0;0;0;15817;0;15817;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15817;0;15817
17049090;0;0;0;21091;0;21091;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3442;0;3442;4258;0;4258;0;0;0;3774;0;3774;32565;0;32565
20098990;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3703;0;3703;0;0;0;0;0;0;299;0;299;0;0;0;0;0;0;4002;0;4002
48219000;0;0;0;0;0;0;501;0;501;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;501;0;501
52082200;0;0;0;0;0;0;4861;0;4861;0;0;0;1002;0;1002;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5863;0;5863
33072010;2483;0;2483;0;0;0;0;0;0;3503;0;3503;4098;0;4098;0;0;0;0;0;0;1589;0;1589;0;0;0;1409;0;1409;1150;0;1150;0;0;0;14232;0;14232
17049010;0;0;0;184;0;184;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;184;0;184
54076100;3710;0;3710;0;0;0;2524;0;2524;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6234;0;6234
41041119;0;0;0;0;0;0;0;0;0;29671;0;29671;0;0;0;0;0;0;23037;0;23037;0;0;0;42328;0;42328;19051;0;19051;3288;0;3288;0;0;0;117375;0;117375
48025592;965;0;965;0;0;0;245;0;245;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;23;0;23;35;0;35;0;0;0;0;0;0;1268;0;1268
72044900;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5686;0;5686;0;0;0;0;0;0;5686;0;5686
20091200;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;178460;0;178460;107842;0;107842;89006;0;89006;79531;0;79531;454839;0;454839
84522120;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2452;0;2452;0;0;0;0;0;0;0;0;0;2452;0;2452
52101100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5524;0;5524;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5524;0;5524
81129900;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;477;0;477;0;0;0;0;0;0;477;0;477
18063210;0;0;0;1900;0;1900;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;395;0;395;322;0;322;0;0;0;373;0;373;2990;0;2990
52051200;0;0;0;0;0;0;36655;0;36655;0;0;0;83154;0;83154;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;119809;0;119809
58071000;1058;0;1058;0;0;0;215;0;215;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;489;0;489;1789;0;1789;0;0;0;0;0;0;3551;0;3551
73170090;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;65;0;65;0;0;0;0;0;0;0;0;0;0;0;0;65;0;65
48043190;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;56;0;56;0;0;0;0;0;0;0;0;0;56;0;56
41041124;0;0;0;0;0;0;126464;0;126464;0;0;0;0;0;0;0;0;0;44932;0;44932;175142;0;175142;178715;0;178715;106859;0;106859;194160;0;194160;0;0;0;826272;0;826272
55081000;3747;0;3747;0;0;0;405;0;405;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24659;0;24659;1268;0;1268;0;0;0;0;0;0;30079;0;30079
56031190;169;0;169;0;0;0;22;0;22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;191;0;191
84148012;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19576;0;19576;19576;0;19576
84459090;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;126000;0;126000;0;0;0;0;0;0;72000;0;72000;198000;0;198000
96062100;867;0;867;0;0;0;539;0;539;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;149;0;149;0;0;0;0;0;0;1555;0;1555
32091020;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;40;0;40;40;0;40
84529093;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;499;0;499;0;0;0;0;0;0;0;0;0;499;0;499
63053390;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1125;0;1125;0;0;0;0;0;0;3112;0;3112;0;0;0;0;0;0;0;0;0;4237;0;4237
56031240;604;0;604;0;0;0;397;0;397;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1001;0;1001
56012219;0;0;0;7792;0;7792;6318;0;6318;0;0;0;0;0;0;7020;0;7020;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21130;0;21130
85169000;146;0;146;0;0;0;141;0;141;0;0;0;0;0;0;0;0;0;513;0;513;0;0;0;0;0;0;0;0;0;2;0;2;24;0;24;826;0;826
47079000;129;0;129;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;129;0;129
84463030;0;0;0;0;0;0;200000;0;200000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;200000;0;200000
20093100;0;0;0;0;0;0;8424;0;8424;16104;0;16104;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16021;0;16021;0;0;0;0;0;0;40549;0;40549
61091000;112;0;112;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;112;0;112
48211000;850;0;850;0;0;0;4;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;410;0;410;0;0;0;0;0;0;1264;0;1264
55161400;8273;0;8273;0;0;0;10483;0;10483;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18756;0;18756
61044200;855;0;855;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;855;0;855
62111200;64371;0;64371;0;0;0;10808;0;10808;0;0;0;7468;0;7468;0;0;0;16405;0;16405;0;0;0;0;0;0;0;0;0;0;0;0;20484;0;20484;119536;0;119536
